 3700	540.309424	0.019998
 3720	543.770125	0.020000
 3740	548.519905	0.019992
 3760	553.341239	0.019998
 3780	554.619549	0.019997
 3800	559.645857	0.020000
 3820	563.826574	0.019999
 3840	564.240140	0.019998
 3860	568.571321	0.020000
 3880	571.363523	0.019999
 3900	576.606421	0.019999
 3920	577.878045	0.019996
 3940	579.731368	0.019999
 3960	584.715069	0.019999
 3980	585.129560	0.020000
 4000	589.965729	0.019998
 4020	590.492934	0.019992
 4040	593.819578	0.019997
 4060	597.009534	0.019998
 4080	598.513690	0.019996
 4100	616.255367	0.020000
 4120	621.494279	0.019997
 4140	619.157599	0.019998
 4160	631.980976	0.020000
 4180	636.438754	0.020000
 4200	636.717058	0.019997
 4220	638.344351	0.019999
 4240	643.009402	0.020000
 4260	647.512255	0.019998
 4280	652.443266	0.019997
 4300	650.188897	0.019999
 4320	660.397117	0.020000
 4340	662.888919	0.020000
 4360	662.830297	0.019999
 4380	670.429092	0.020000
 4400	675.827246	0.019999
 4420	679.366162	0.019997
 4440	682.818885	0.019999
 4460	685.041952	0.019998
 4480	687.719777	0.019999
 4500	683.487608	0.019997
 4520	690.769867	0.019997
 4540	693.540382	0.020000
 4560	695.493279	0.019999
 4580	692.185224	0.019998
 4600	701.287847	0.020000
 4620	713.544549	0.020000
 4640	715.455345	0.020000
 4660	721.135532	0.019999
 4680	732.405150	0.019998
 4700	737.999443	0.020000
 4720	733.326270	0.019997
 4740	740.945962	0.019999
 4760	748.898159	0.020000
 4780	753.437350	0.019999
 4800	747.831783	0.019998
 4820	758.063067	0.019996
 4840	756.419670	0.019998
 4860	760.052911	0.019998
 4880	769.563015	0.019999
 4900	766.878991	0.019999
 4920	777.858468	0.019997
 4940	773.673053	0.019998
 4960	785.324370	0.020000
 4980	781.327405	0.020000
 5000	780.163228	0.019999
 5020	792.622528	0.019997
 5040	788.824514	0.019997
 5060	789.424919	0.020000
 5080	798.625881	0.020000
 5100	796.547919	0.020000
 5120	807.015152	0.019999
 5140	826.599690	0.020000
 5160	825.284081	0.020000
 5180	829.525045	0.020000
 5200	842.312848	0.019999
 5220	842.862670	0.020000
 5240	836.589563	0.019999
 5260	848.938269	0.019999
 5280	848.691415	0.020000
 5300	850.633510	0.020000
 5320	863.180977	0.019998
 5340	859.802946	0.019999
 5360	893.217621	0.020000
 5380	870.767620	0.019999
 5400	867.630545	0.020000
 5420	868.907187	0.019999
 5440	874.406064	0.019994
 5460	878.543449	0.019993
 5480	882.091305	0.019999
 5500	893.279335	0.020000
 5520	900.755872	0.019998
 5540	892.551373	0.019999
 5560	891.377356	0.019999
 5580	894.190685	0.020000
 5600	899.704333	0.020000
 5620	914.801433	0.019998
 5640	926.300810	0.019999
 5660	937.094715	0.020000
 5680	945.071324	0.019998
 5700	938.299523	0.020000
 5720	943.851691	0.020000
 5740	959.868677	0.019999
 5760	976.339108	0.019999
 5780	977.493953	0.019997
 5800	956.750964	0.020000
 5820	965.543301	0.019999
 5840	958.550531	0.019994
 5860	1010.006932	0.020000
 5880	993.611456	0.019999
 5900	972.361494	0.020000
 5920	987.571881	0.019999
 5940	977.112529	0.019999
 5960	992.414437	0.020000
 5980	981.780578	0.020000
 6000	984.801058	0.020000
 6020	1004.445140	0.019996
 6040	1002.832842	0.019993
 6060	1012.833963	0.019999
 6080	995.858612	0.019997
 6100	1014.690453	0.019996
 6120	1016.299581	0.020000
 6140	1006.406466	0.019999
 6160	1027.425675	0.019999
 6180	1042.851673	0.019998
 6200	1104.058968	0.020000
 6220	1053.617203	0.019999
 6240	1047.348111	0.020000
 6260	1061.934795	0.019999
 6280	1057.615774	0.019998
 6300	1072.314382	0.020000
 6320	1075.537943	0.020000
 6340	1069.279560	0.020000
 6360	1070.708927	0.019998
 6380	1077.637013	0.019998
 6400	1080.656632	0.020000
 6420	1087.512238	0.019998
 6440	1099.091224	0.019997
 6460	1096.849080	0.019999
 6480	1097.714217	0.019999
 6500	1100.227821	0.019998
 6520	1116.265259	0.019995
 6540	1108.760909	0.019994
 6560	1125.899185	0.020000
 6580	1125.033638	0.020000
 6600	1117.897447	0.019999
 6620	1121.318195	0.019997
 6640	1139.936768	0.020000
 6660	1186.188178	0.020000
 6680	1176.400028	0.020000
 6700	1156.903156	0.020000
 6720	1165.373821	0.019998
 6740	1164.730225	0.019997
 6760	1174.325634	0.020000
 6780	1188.926117	0.019999
 6800	1194.405764	0.020000
 6820	1196.711848	0.019996
 6840	1186.109612	0.019995
 6860	1200.498577	0.019998
 6880	1203.686737	0.019999
 6900	1206.287355	0.019999
 6920	1214.446823	0.019999
 6940	1202.161714	0.019998
 6960	1202.747902	0.019999
 6980	1224.406099	0.020000
 7000	1215.875872	0.019998
 7020	1227.481211	0.019999
 7040	1224.319072	0.020000
 7060	1220.981821	0.020000
 7080	1222.178525	0.019997
 7100	1228.592360	0.020000
 7120	1245.689369	0.020000
 7140	1243.273928	0.020000
 7160	1239.107456	0.019998
 7180	1262.343495	0.020000
 7200	1266.055199	0.020000
 7220	1269.621157	0.019998
 7240	1273.875282	0.020000
 7260	1299.094594	0.019998
 7280	1290.377314	0.019999
 7300	1290.373613	0.020000
 7320	1290.902092	0.019999
 7340	1317.753336	0.019996
 7360	1327.597284	0.019991
 7380	1325.620262	0.020000
 7400	1333.331994	0.020000
 7420	1313.922948	0.020000
 7440	1317.278717	0.019999
 7460	1322.455474	0.020000
 7480	1331.605362	0.019997
 7500	1334.622808	0.020000
 7520	1353.842038	0.019999
 7540	1351.295241	0.019999
 7560	1342.267560	0.019998
 7580	1373.539027	0.019998
 7600	1388.263300	0.019998
 7620	1376.016848	0.020000
 7640	1375.839261	0.020000
 7660	1364.088497	0.019999
 7680	1385.608617	0.019998
 7700	1423.601213	0.020000
 7720	1401.493950	0.020000
 7740	1406.093333	0.019999
 7760	1432.824531	0.019998
 7780	1474.341808	0.020000
 7800	1453.445323	0.020000
 7820	1420.088016	0.019999
 7840	1443.572573	0.020000
 7860	1457.415102	0.019999
 7880	1459.499549	0.020000
 7900	1463.813018	0.019999
 7920	1446.867251	0.020000
 7940	1447.835312	0.020000
 7960	1469.682433	0.019998
 7980	1456.341421	0.020000
 8000	1480.044696	0.020000
 8020	1462.920027	0.019996
 8040	1468.188356	0.019999
 8060	1502.529085	0.020000
 8080	1476.700724	0.019997
 8100	1473.429876	0.020000
 8120	1499.551746	0.020000
 8140	1503.229087	0.020000
 8160	1480.448766	0.019999
 8180	1505.359462	0.020000
 8200	1563.952375	0.019997
 8220	1550.372669	0.019999
 8240	1601.685844	0.019999
 8260	1538.666234	0.019999
 8280	1564.540308	0.020000
 8300	1552.305461	0.020000
 8320	1572.407011	0.019999
 8340	1559.739255	0.020000
 8360	1578.681484	0.019997
 8380	1591.562952	0.020000
 8400	1616.300579	0.020000
 8420	1597.919361	0.020000
 8440	1580.153753	0.019999
 8460	1603.148878	0.020000
 8480	1609.181957	0.019998
 8500	1589.108579	0.019998
 8520	1618.499245	0.019999
 8540	1625.907531	0.020000
 8560	1601.963896	0.020000
 8580	1617.246375	0.019999
 8600	1636.757665	0.020000
 8620	1637.212869	0.019998
 8640	1642.354309	0.019997
 8660	1655.213579	0.020000
 8680	1623.701685	0.020000
 8700	1638.061212	0.020000
 8720	1671.658318	0.019999
 8740	1676.375916	0.019999
 8760	1744.457008	0.019999
 8780	1728.534311	0.020000
 8800	1712.879632	0.019999
 8820	1721.963276	0.019999
 8840	1689.575334	0.020000
 8860	1758.287686	0.019998
 8880	1739.278318	0.019995
 8900	1735.811150	0.019998
 8920	1742.103854	0.020000
 8940	1728.261285	0.019999
 8960	1713.197142	0.020000
 8980	1724.550282	0.019999
 9000	1714.935638	0.020000
 9020	1862.344982	0.020000
 9040	1762.230991	0.020000
 9060	1727.543690	0.020000
 9080	1771.725555	0.020000
 9100	1731.144629	0.020000
 9120	1773.349987	0.019999
 9140	1769.294398	0.020000
 9160	1777.983344	0.019999
 9180	1756.138655	0.020000
 9200	1765.875537	0.020000
 9220	1787.854813	0.020000
 9240	1792.006416	0.020000
 9260	1813.248211	0.020000
 9280	1842.360002	0.019997
 9300	1824.679406	0.019998
 9320	1853.620470	0.020000
 9340	1835.253773	0.020000
 9360	1835.073225	0.020000
 9380	1840.759060	0.019999
 9400	1846.859838	0.019999
 9420	1877.945220	0.019999
 9440	1837.455237	0.019998
 9460	1884.015738	0.019998
 9480	1889.603798	0.019999
 9500	1896.980248	0.019999
 9520	1858.836255	0.020000
 9540	1966.944251	0.020000
 9560	1910.280882	0.020000
 9580	1918.002868	0.019998
 9600	1875.537571	0.019998
 9620	1923.036179	0.020000
 9640	1892.412356	0.020000
 9660	1935.697125	0.019996
 9680	2059.693227	0.019999
 9700	1896.919161	0.020000
 9720	1907.860399	0.020000
 9740	1944.069268	0.020000
 9760	2011.168626	0.019999
 9780	1997.247575	0.020000
 9800	1974.854844	0.019999
 9820	1980.780460	0.020000
 9840	2020.979144	0.020000
 9860	2018.566862	0.020000
 9880	1990.995497	0.019998
 9900	1977.495146	0.020000
 9920	2026.095625	0.019999
 9940	2053.853970	0.020000
 9960	2031.108209	0.019998
 9980	2191.666545	0.020000
10000	2046.244840	0.020000
