    0	0.013777	0.000228
   20	1.226696	0.013442
   40	2.905060	0.017169
   60	4.657150	0.019965
   80	6.660854	0.019899
  100	8.668747	0.019947
  120	10.858036	0.019539
  140	13.104839	0.019661
  160	15.017391	0.019812
  180	17.415846	0.019993
  200	19.194300	0.019986
  220	21.836779	0.019993
  240	24.241588	0.019972
  260	26.354129	0.019969
  280	29.131682	0.019991
  300	31.436788	0.019988
  320	33.410135	0.019993
  340	36.084659	0.019998
  360	38.451871	0.019999
  380	40.409140	0.019970
  400	43.019159	0.019998
  420	45.508366	0.019998
  440	47.711917	0.019922
  460	50.254848	0.019975
  480	52.908929	0.019981
  500	55.345337	0.019987
  520	58.185426	0.019991
  540	61.112842	0.019968
  560	63.828676	0.019943
  580	66.081527	0.019988
  600	70.154712	0.019996
  620	71.533339	0.019990
  640	73.529391	0.019992
  660	76.527081	0.019993
  680	79.088018	0.019997
  700	81.730591	0.019949
  720	85.237269	0.019953
  740	87.804126	0.019991
  760	88.943707	0.019954
  780	91.887117	0.019997
  800	94.572355	0.019986
  820	98.783405	0.019997
  840	99.935976	0.019996
  860	102.877626	0.019995
  880	105.158304	0.019999
  900	107.481644	0.019998
  920	110.865263	0.019998
  940	113.764941	0.019996
  960	117.800388	0.019995
  980	119.207360	0.019982
 1000	121.565668	0.019985
 1020	123.763840	0.019999
 1040	127.773927	0.019996
 1060	131.197199	0.019993
 1080	133.993511	0.019983
 1100	137.084800	0.019985
 1120	140.008295	0.019997
 1140	142.256424	0.019998
 1160	144.670153	0.019996
 1180	147.807756	0.019995
 1200	151.051526	0.019995
 1220	153.939946	0.019985
 1240	156.672567	0.019998
 1260	158.845791	0.019994
 1280	160.845615	0.019996
 1300	165.880622	0.019999
 1320	167.485199	0.019994
 1340	170.267114	0.019996
 1360	173.952733	0.019997
 1380	176.203271	0.020000
 1400	179.103352	0.019998
 1420	181.882891	0.019998
 1440	184.318294	0.019997
 1460	188.244226	0.019967
 1480	189.496233	0.019998
 1500	192.147895	0.019998
 1520	195.975763	0.019999
 1540	199.312961	0.019996
 1560	202.605996	0.019997
 1580	206.093782	0.019998
 1600	209.652392	0.019998
 1620	212.292293	0.019998
 1640	215.235121	0.019999
 1660	219.114219	0.019999
 1680	221.352475	0.019999
 1700	223.762364	0.019996
 1720	226.639428	0.019980
 1740	229.931086	0.019997
 1760	233.799346	0.019999
 1780	237.010956	0.020000
 1800	237.733090	0.019985
 1820	241.339545	0.019997
 1840	243.931429	0.019988
 1860	248.450141	0.019994
 1880	250.376758	0.019995
 1900	253.500403	0.020000
 1920	258.094393	0.019999
 1940	259.804328	0.019998
 1960	262.551250	0.019998
 1980	265.729730	0.019996
 2000	267.489779	0.020000
 2020	269.727177	0.019996
 2040	272.342049	0.019998
 2060	278.719535	0.019999
 2080	280.636493	0.019995
 2100	284.884139	0.020000
 2120	287.442518	0.019998
 2140	290.936447	0.019997
 2160	293.880977	0.019999
 2180	297.668992	0.019980
 2200	300.162490	0.019997
 2220	303.880507	0.019995
 2240	307.299635	0.020000
 2260	309.079672	0.020000
 2280	313.010520	0.020000
 2300	313.872535	0.019999
 2320	317.080113	0.019998
 2340	323.077774	0.019998
 2360	323.484780	0.019999
 2380	328.104916	0.019998
 2400	330.507056	0.020000
 2420	334.344624	0.019999
 2440	338.753948	0.019999
 2460	339.722669	0.020000
 2480	342.807789	0.019999
 2500	345.511857	0.019988
 2520	347.178746	0.019999
 2540	351.049666	0.019998
 2560	350.729241	0.019989
 2580	357.418344	0.019998
 2600	360.940753	0.019997
 2620	364.127195	0.019992
 2640	372.224387	0.019998
 2660	370.874017	0.020000
 2680	373.225776	0.019998
 2700	377.165368	0.019999
 2720	380.974142	0.020000
 2740	382.990195	0.019993
 2760	386.196915	0.019997
 2780	391.364670	0.019998
 2800	394.635610	0.020000
 2820	394.982095	0.020000
 2840	399.834325	0.019991
 2860	401.858167	0.020000
 2880	405.159007	0.019997
 2900	408.581667	0.019998
 2920	412.661631	0.019999
 2940	415.694775	0.020000
 2960	417.886453	0.019998
 2980	421.143965	0.019998
 3000	423.674419	0.019999
 3020	428.036273	0.019998
 3040	429.225619	0.019998
 3060	435.072365	0.019997
 3080	437.250430	0.019998
 3100	441.225429	0.019997
 3120	445.708883	0.019998
 3140	449.817581	0.019998
 3160	452.429792	0.019999
 3180	454.611146	0.019999
 3200	458.383116	0.020000
 3220	462.493832	0.019999
 3240	464.402413	0.019998
 3260	468.925720	0.019993
 3280	473.516263	0.019997
 3300	475.938297	0.019991
 3320	478.990038	0.020000
 3340	482.280791	0.019999
 3360	484.297003	0.019998
 3380	488.807289	0.019999
 3400	490.310476	0.019999
 3420	496.408401	0.020000
 3440	497.240056	0.019999
 3460	499.578882	0.019998
 3480	503.097011	0.019998
 3500	503.904832	0.019998
 3520	509.076598	0.020000
 3540	509.728097	0.019995
 3560	517.321144	0.019992
 3580	514.012128	0.019998
 3600	522.778727	0.020000
 3620	529.246767	0.020000
 3640	529.825425	0.020000
 3660	533.793657	0.020000
 3680	537.112166	0.019998
